State,City,UnleadedPetrol,PremiumUnleadedPetrol,UnleadedPetrol E10,UnleadedPetrol 98,Diesel,BiodieselB5,Date
QUEENSLAND,MACKAY,165.07,N/A,N/A,N/A,191.22,N/A,2026-06-12
QUEENSLAND,TOWNSVILLE,164.52,173.40,N/A,189.48,192.63,N/A,2026-06-12
QUEENSLAND,WEIPA,187.89,N/A,N/A,N/A,203.14,N/A,2026-06-12
SOUTH AUSTRALIA,ADELAIDE,159.21,167.30,161.01,182.14,189.16,N/A,2026-06-12
SOUTH AUSTRALIA,PORT LINCOLN,167.17,N/A,N/A,191.95,197.00,N/A,2026-06-12
TASMANIA,DEVONPORT,163.79,174.98,N/A,N/A,194.79,N/A,2026-06-12
TASMANIA,HOBART,163.88,175.03,N/A,190.58,194.08,N/A,2026-06-12
VICTORIA,GEELONG,157.01,165.63,N/A,179.84,187.75,N/A,2026-06-12
VICTORIA,MELBOURNE,157.01,165.63,158.24,179.84,187.75,N/A,2026-06-12
WESTERN AUSTRALIA,BROOME,206.44,216.04,N/A,N/A,219.78,N/A,2026-06-12
WESTERN AUSTRALIA,COCOS Island,N/A,381.38,N/A,N/A,236.24,N/A,2026-06-12
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,209.25,N/A,2026-06-12
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,193.74,N/A,2026-06-12
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,209.25,N/A,2026-06-12
WESTERN AUSTRALIA,PERTH,158.75,171.49,N/A,185.52,187.73,N/A,2026-06-12
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,216.21,N/A,2026-06-12
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,189.63,N/A,2026-06-11
NEW SOUTH WALES,SYDNEY,158.16,166.69,158.54,180.36,189.57,N/A,2026-06-11
NORTHERN TERRITORY,DARWIN,162.18,172.90,N/A,N/A,195.22,N/A,2026-06-11
QUEENSLAND,BRISBANE,156.41,164.86,157.67,178.74,188.40,196.93,2026-06-11
QUEENSLAND,CAIRNS,163.36,176.24,N/A,N/A,193.93,N/A,2026-06-11
QUEENSLAND,GLADSTONE,163.24,170.14,N/A,N/A,192.37,N/A,2026-06-11
QUEENSLAND,MACKAY,163.67,N/A,N/A,N/A,192.26,N/A,2026-06-11
QUEENSLAND,TOWNSVILLE,163.10,171.84,N/A,187.89,193.64,N/A,2026-06-11
QUEENSLAND,WEIPA,186.49,N/A,N/A,N/A,204.16,N/A,2026-06-11
SOUTH AUSTRALIA,ADELAIDE,157.82,165.72,159.60,180.54,190.18,N/A,2026-06-11
SOUTH AUSTRALIA,PORT LINCOLN,165.77,N/A,N/A,190.36,198.02,N/A,2026-06-11
TASMANIA,DEVONPORT,162.39,173.40,N/A,N/A,195.81,N/A,2026-06-11
TASMANIA,HOBART,162.48,173.46,N/A,188.98,195.11,N/A,2026-06-11
VICTORIA,GEELONG,155.62,164.05,N/A,178.23,188.77,N/A,2026-06-11
VICTORIA,MELBOURNE,155.62,164.05,156.85,178.23,188.77,N/A,2026-06-11
WESTERN AUSTRALIA,BROOME,205.10,214.51,N/A,N/A,220.80,N/A,2026-06-11
WESTERN AUSTRALIA,COCOS Island,N/A,379.94,N/A,N/A,237.15,N/A,2026-06-11
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,210.25,N/A,2026-06-11
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,194.76,N/A,2026-06-11
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,210.25,N/A,2026-06-11
WESTERN AUSTRALIA,PERTH,157.36,169.91,N/A,183.93,188.74,N/A,2026-06-11
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,217.23,N/A,2026-06-11
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,187.77,N/A,2026-06-10
NEW SOUTH WALES,SYDNEY,156.46,164.82,156.83,178.48,187.72,N/A,2026-06-10
NORTHERN TERRITORY,DARWIN,160.48,171.01,N/A,N/A,193.34,N/A,2026-06-10
QUEENSLAND,BRISBANE,154.72,162.99,155.96,176.86,186.52,195.15,2026-06-10
QUEENSLAND,CAIRNS,161.65,174.36,N/A,N/A,192.07,N/A,2026-06-10
QUEENSLAND,GLADSTONE,161.52,168.26,N/A,N/A,190.51,N/A,2026-06-10
QUEENSLAND,MACKAY,161.95,N/A,N/A,N/A,190.40,N/A,2026-06-10
QUEENSLAND,TOWNSVILLE,161.38,169.97,N/A,186.01,191.79,N/A,2026-06-10
QUEENSLAND,WEIPA,184.80,N/A,N/A,N/A,202.32,N/A,2026-06-10
SOUTH AUSTRALIA,ADELAIDE,156.11,163.85,157.91,178.67,188.31,N/A,2026-06-10
SOUTH AUSTRALIA,PORT LINCOLN,164.07,N/A,N/A,188.49,196.17,N/A,2026-06-10
TASMANIA,DEVONPORT,160.70,171.55,N/A,N/A,193.95,N/A,2026-06-10
TASMANIA,HOBART,160.79,171.60,N/A,187.10,193.25,N/A,2026-06-10
VICTORIA,GEELONG,153.91,162.17,N/A,176.35,186.90,N/A,2026-06-10
VICTORIA,MELBOURNE,153.91,162.17,155.14,176.35,186.90,N/A,2026-06-10
WESTERN AUSTRALIA,BROOME,203.52,212.77,N/A,N/A,218.97,N/A,2026-06-10
WESTERN AUSTRALIA,COCOS Island,N/A,378.23,N/A,N/A,235.45,N/A,2026-06-10
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,208.38,N/A,2026-06-10
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,192.89,N/A,2026-06-10
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,208.38,N/A,2026-06-10
WESTERN AUSTRALIA,PERTH,155.64,168.03,N/A,182.03,186.87,N/A,2026-06-10
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,215.35,N/A,2026-06-10
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,187.04,N/A,2026-06-09
NEW SOUTH WALES,SYDNEY,156.29,164.62,156.66,178.27,186.99,N/A,2026-06-09
NORTHERN TERRITORY,DARWIN,160.29,170.79,N/A,N/A,192.62,N/A,2026-06-09
QUEENSLAND,BRISBANE,154.54,162.78,155.78,176.65,185.79,194.39,2026-06-09
QUEENSLAND,CAIRNS,161.47,174.16,N/A,N/A,191.37,N/A,2026-06-09
QUEENSLAND,GLADSTONE,161.36,168.06,N/A,N/A,189.78,N/A,2026-06-09
QUEENSLAND,MACKAY,161.78,N/A,N/A,N/A,189.67,N/A,2026-06-09
QUEENSLAND,TOWNSVILLE,161.21,169.75,N/A,185.79,191.08,N/A,2026-06-09
QUEENSLAND,WEIPA,184.64,N/A,N/A,N/A,201.61,N/A,2026-06-09
SOUTH AUSTRALIA,ADELAIDE,155.94,163.65,157.73,178.45,187.59,N/A,2026-06-09
SOUTH AUSTRALIA,PORT LINCOLN,163.90,N/A,N/A,188.27,195.46,N/A,2026-06-09
TASMANIA,DEVONPORT,160.53,171.35,N/A,N/A,193.24,N/A,2026-06-09
TASMANIA,HOBART,160.62,171.40,N/A,186.90,192.53,N/A,2026-06-09
VICTORIA,GEELONG,153.74,161.96,N/A,176.14,186.19,N/A,2026-06-09
VICTORIA,MELBOURNE,153.74,161.96,154.97,176.14,186.19,N/A,2026-06-09
WESTERN AUSTRALIA,BROOME,203.46,212.67,N/A,N/A,218.27,N/A,2026-06-09
WESTERN AUSTRALIA,COCOS Island,N/A,378.03,N/A,N/A,234.80,N/A,2026-06-09
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,207.66,N/A,2026-06-09
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,192.16,N/A,2026-06-09
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,207.66,N/A,2026-06-09
WESTERN AUSTRALIA,PERTH,155.45,167.81,N/A,181.81,186.14,N/A,2026-06-09
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,214.62,N/A,2026-06-09
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,185.31,N/A,2026-06-06
NEW SOUTH WALES,SYDNEY,156.62,164.91,156.99,178.56,185.26,N/A,2026-06-06
NORTHERN TERRITORY,DARWIN,160.60,171.07,N/A,N/A,190.86,N/A,2026-06-06
QUEENSLAND,BRISBANE,154.86,163.08,156.10,176.94,184.04,192.68,2026-06-06
QUEENSLAND,CAIRNS,161.80,174.47,N/A,N/A,189.63,N/A,2026-06-06
QUEENSLAND,GLADSTONE,161.69,168.37,N/A,N/A,188.05,N/A,2026-06-06
QUEENSLAND,MACKAY,162.12,N/A,N/A,N/A,187.94,N/A,2026-06-06
QUEENSLAND,TOWNSVILLE,161.54,170.08,N/A,186.11,189.34,N/A,2026-06-06
QUEENSLAND,WEIPA,185.00,N/A,N/A,N/A,199.91,N/A,2026-06-06
SOUTH AUSTRALIA,ADELAIDE,156.27,163.94,158.06,178.76,185.87,N/A,2026-06-06
SOUTH AUSTRALIA,PORT LINCOLN,164.24,N/A,N/A,188.57,193.74,N/A,2026-06-06
TASMANIA,DEVONPORT,160.88,171.66,N/A,N/A,191.52,N/A,2026-06-06
TASMANIA,HOBART,160.96,171.71,N/A,187.21,190.82,N/A,2026-06-06
VICTORIA,GEELONG,154.07,162.26,N/A,176.44,184.44,N/A,2026-06-06
VICTORIA,MELBOURNE,154.07,162.26,155.29,176.44,184.44,N/A,2026-06-06
WESTERN AUSTRALIA,BROOME,204.08,213.27,N/A,N/A,216.57,N/A,2026-06-06
WESTERN AUSTRALIA,COCOS Island,N/A,378.27,N/A,N/A,233.19,N/A,2026-06-06
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,205.90,N/A,2026-06-06
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,190.41,N/A,2026-06-06
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,205.90,N/A,2026-06-06
WESTERN AUSTRALIA,PERTH,155.75,168.07,N/A,182.07,184.37,N/A,2026-06-06
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,212.86,N/A,2026-06-06
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,183.47,N/A,2026-06-05
NEW SOUTH WALES,SYDNEY,157.54,165.83,157.91,179.47,183.43,N/A,2026-06-05
NORTHERN TERRITORY,DARWIN,161.48,171.94,N/A,N/A,188.97,N/A,2026-06-05
QUEENSLAND,BRISBANE,155.77,163.97,157.00,177.84,182.19,190.84,2026-06-05
QUEENSLAND,CAIRNS,162.72,175.40,N/A,N/A,187.78,N/A,2026-06-05
QUEENSLAND,GLADSTONE,162.65,169.29,N/A,N/A,186.21,N/A,2026-06-05
QUEENSLAND,MACKAY,163.08,N/A,N/A,N/A,186.10,N/A,2026-06-05
QUEENSLAND,TOWNSVILLE,162.46,171.00,N/A,187.03,187.50,N/A,2026-06-05
QUEENSLAND,WEIPA,185.98,N/A,N/A,N/A,198.12,N/A,2026-06-05
SOUTH AUSTRALIA,ADELAIDE,157.19,164.84,158.97,179.65,184.01,N/A,2026-06-05
SOUTH AUSTRALIA,PORT LINCOLN,165.20,N/A,N/A,189.46,191.93,N/A,2026-06-05
TASMANIA,DEVONPORT,161.81,172.57,N/A,N/A,189.71,N/A,2026-06-05
TASMANIA,HOBART,161.90,172.62,N/A,188.13,189.00,N/A,2026-06-05
VICTORIA,GEELONG,154.98,163.16,N/A,177.33,182.60,N/A,2026-06-05
VICTORIA,MELBOURNE,154.98,163.16,156.20,177.33,182.60,N/A,2026-06-05
WESTERN AUSTRALIA,BROOME,205.41,214.59,N/A,N/A,214.78,N/A,2026-06-05
WESTERN AUSTRALIA,COCOS Island,N/A,379.07,N/A,N/A,231.47,N/A,2026-06-05
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,204.01,N/A,2026-06-05
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,188.53,N/A,2026-06-05
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,204.01,N/A,2026-06-05
WESTERN AUSTRALIA,PERTH,156.65,168.95,N/A,182.94,182.48,N/A,2026-06-05
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,210.98,N/A,2026-06-05
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,182.05,N/A,2026-06-04
NEW SOUTH WALES,SYDNEY,159.04,167.33,159.39,180.99,182.01,N/A,2026-06-04
NORTHERN TERRITORY,DARWIN,162.97,173.43,N/A,N/A,187.53,N/A,2026-06-04
QUEENSLAND,BRISBANE,157.27,165.46,158.49,179.34,180.76,189.38,2026-06-04
QUEENSLAND,CAIRNS,164.22,176.90,N/A,N/A,186.36,N/A,2026-06-04
QUEENSLAND,GLADSTONE,164.14,170.80,N/A,N/A,184.78,N/A,2026-06-04
QUEENSLAND,MACKAY,164.57,N/A,N/A,N/A,184.67,N/A,2026-06-04
QUEENSLAND,TOWNSVILLE,163.96,172.50,N/A,188.54,186.08,N/A,2026-06-04
QUEENSLAND,WEIPA,187.51,N/A,N/A,N/A,196.75,N/A,2026-06-04
SOUTH AUSTRALIA,ADELAIDE,158.70,166.35,160.47,181.16,182.59,N/A,2026-06-04
SOUTH AUSTRALIA,PORT LINCOLN,166.73,N/A,N/A,190.97,190.54,N/A,2026-06-04
TASMANIA,DEVONPORT,163.32,174.09,N/A,N/A,188.30,N/A,2026-06-04
TASMANIA,HOBART,163.41,174.14,N/A,189.66,187.59,N/A,2026-06-04
VICTORIA,GEELONG,156.46,164.66,N/A,178.85,181.17,N/A,2026-06-04
VICTORIA,MELBOURNE,156.46,164.66,157.67,178.85,181.17,N/A,2026-06-04
WESTERN AUSTRALIA,BROOME,207.25,216.44,N/A,N/A,213.41,N/A,2026-06-04
WESTERN AUSTRALIA,COCOS Island,N/A,380.41,N/A,N/A,230.16,N/A,2026-06-04
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,202.55,N/A,2026-06-04
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,187.09,N/A,2026-06-04
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,202.55,N/A,2026-06-04
WESTERN AUSTRALIA,PERTH,158.11,170.42,N/A,184.43,181.04,N/A,2026-06-04
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,209.53,N/A,2026-06-04
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,182.20,N/A,2026-06-03
NEW SOUTH WALES,SYDNEY,160.05,168.27,160.38,181.92,182.17,N/A,2026-06-03
NORTHERN TERRITORY,DARWIN,163.94,174.33,N/A,N/A,187.65,N/A,2026-06-03
QUEENSLAND,BRISBANE,158.27,166.40,159.48,180.27,180.92,189.41,2026-06-03
QUEENSLAND,CAIRNS,165.22,177.85,N/A,N/A,186.52,N/A,2026-06-03
QUEENSLAND,GLADSTONE,165.17,171.74,N/A,N/A,184.93,N/A,2026-06-03
QUEENSLAND,MACKAY,165.61,N/A,N/A,N/A,184.82,N/A,2026-06-03
QUEENSLAND,TOWNSVILLE,164.96,173.46,N/A,189.51,186.23,N/A,2026-06-03
QUEENSLAND,WEIPA,188.55,N/A,N/A,N/A,196.96,N/A,2026-06-03
SOUTH AUSTRALIA,ADELAIDE,159.71,167.29,161.46,182.11,182.75,N/A,2026-06-03
SOUTH AUSTRALIA,PORT LINCOLN,167.74,N/A,N/A,191.92,190.73,N/A,2026-06-03
TASMANIA,DEVONPORT,164.35,175.03,N/A,N/A,188.49,N/A,2026-06-03
TASMANIA,HOBART,164.44,175.09,N/A,190.60,187.78,N/A,2026-06-03
VICTORIA,GEELONG,157.47,165.58,N/A,179.76,181.32,N/A,2026-06-03
VICTORIA,MELBOURNE,157.47,165.58,158.66,179.76,181.32,N/A,2026-06-03
WESTERN AUSTRALIA,BROOME,208.63,217.72,N/A,N/A,213.62,N/A,2026-06-03
WESTERN AUSTRALIA,COCOS Island,N/A,381.25,N/A,N/A,230.27,N/A,2026-06-03
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,202.69,N/A,2026-06-03
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,187.23,N/A,2026-06-03
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,202.69,N/A,2026-06-03
WESTERN AUSTRALIA,PERTH,159.12,171.35,N/A,185.35,181.16,N/A,2026-06-03
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,209.67,N/A,2026-06-03
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,184.35,N/A,2026-06-02
NEW SOUTH WALES,SYDNEY,162.77,170.90,163.10,184.56,184.32,N/A,2026-06-02
NORTHERN TERRITORY,DARWIN,166.63,176.95,N/A,N/A,189.78,N/A,2026-06-02
QUEENSLAND,BRISBANE,160.97,169.03,162.18,182.91,183.07,191.41,2026-06-02
QUEENSLAND,CAIRNS,167.93,180.51,N/A,N/A,188.67,N/A,2026-06-02
QUEENSLAND,GLADSTONE,167.89,174.41,N/A,N/A,187.09,N/A,2026-06-02
QUEENSLAND,MACKAY,168.33,N/A,N/A,N/A,186.98,N/A,2026-06-02
QUEENSLAND,TOWNSVILLE,167.66,176.12,N/A,192.17,188.39,N/A,2026-06-02
QUEENSLAND,WEIPA,191.30,N/A,N/A,N/A,199.17,N/A,2026-06-02
SOUTH AUSTRALIA,ADELAIDE,162.42,169.93,164.16,184.76,184.92,N/A,2026-06-02
SOUTH AUSTRALIA,PORT LINCOLN,170.47,N/A,N/A,194.57,192.92,N/A,2026-06-02
TASMANIA,DEVONPORT,167.08,177.69,N/A,N/A,190.65,N/A,2026-06-02
TASMANIA,HOBART,167.17,177.75,N/A,193.26,189.95,N/A,2026-06-02
VICTORIA,GEELONG,160.18,168.21,N/A,182.40,183.47,N/A,2026-06-02
VICTORIA,MELBOURNE,160.18,168.21,161.37,182.40,183.47,N/A,2026-06-02
WESTERN AUSTRALIA,BROOME,211.71,220.74,N/A,N/A,215.83,N/A,2026-06-02
WESTERN AUSTRALIA,COCOS Island,N/A,383.61,N/A,N/A,232.21,N/A,2026-06-02
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,204.82,N/A,2026-06-02
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,189.37,N/A,2026-06-02
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,204.82,N/A,2026-06-02
WESTERN AUSTRALIA,PERTH,161.80,173.94,N/A,187.96,183.29,N/A,2026-06-02
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,211.81,N/A,2026-06-02
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,187.64,N/A,2026-05-30
NEW SOUTH WALES,SYDNEY,165.10,173.17,165.42,186.84,187.61,N/A,2026-05-30
NORTHERN TERRITORY,DARWIN,169.00,179.25,N/A,N/A,193.19,N/A,2026-05-30
QUEENSLAND,BRISBANE,163.32,171.29,164.53,185.17,186.40,194.58,2026-05-30
QUEENSLAND,CAIRNS,170.29,182.80,N/A,N/A,192.03,N/A,2026-05-30
QUEENSLAND,GLADSTONE,170.26,176.70,N/A,N/A,190.44,N/A,2026-05-30
QUEENSLAND,MACKAY,170.69,N/A,N/A,N/A,190.32,N/A,2026-05-30
QUEENSLAND,TOWNSVILLE,170.04,178.43,N/A,194.47,191.80,N/A,2026-05-30
QUEENSLAND,WEIPA,193.70,N/A,N/A,N/A,202.58,N/A,2026-05-30
SOUTH AUSTRALIA,ADELAIDE,164.74,172.18,166.49,187.01,188.19,N/A,2026-05-30
SOUTH AUSTRALIA,PORT LINCOLN,172.79,N/A,N/A,196.81,196.11,N/A,2026-05-30
TASMANIA,DEVONPORT,169.36,179.91,N/A,N/A,193.82,N/A,2026-05-30
TASMANIA,HOBART,169.44,179.96,N/A,195.48,193.09,N/A,2026-05-30
VICTORIA,GEELONG,162.51,170.49,N/A,184.67,186.85,N/A,2026-05-30
VICTORIA,MELBOURNE,162.51,170.49,163.70,184.67,186.85,N/A,2026-05-30
WESTERN AUSTRALIA,BROOME,214.42,223.39,N/A,N/A,219.26,N/A,2026-05-30
WESTERN AUSTRALIA,COCOS Island,N/A,385.71,N/A,N/A,235.29,N/A,2026-05-30
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,208.23,N/A,2026-05-30
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,192.54,N/A,2026-05-30
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,208.23,N/A,2026-05-30
WESTERN AUSTRALIA,PERTH,164.10,176.19,N/A,190.20,186.57,N/A,2026-05-30
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,215.26,N/A,2026-05-30
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,191.71,N/A,2026-05-29
NEW SOUTH WALES,SYDNEY,167.68,175.74,168.01,189.41,191.68,N/A,2026-05-29
NORTHERN TERRITORY,DARWIN,171.60,181.81,N/A,N/A,197.26,N/A,2026-05-29
QUEENSLAND,BRISBANE,165.91,173.87,167.11,187.76,190.47,198.45,2026-05-29
QUEENSLAND,CAIRNS,172.90,185.38,N/A,N/A,196.09,N/A,2026-05-29
QUEENSLAND,GLADSTONE,172.88,179.29,N/A,N/A,194.51,N/A,2026-05-29
QUEENSLAND,MACKAY,173.31,N/A,N/A,N/A,194.39,N/A,2026-05-29
QUEENSLAND,TOWNSVILLE,172.65,181.01,N/A,197.07,195.86,N/A,2026-05-29
QUEENSLAND,WEIPA,196.33,N/A,N/A,N/A,206.69,N/A,2026-05-29
SOUTH AUSTRALIA,ADELAIDE,167.34,174.77,169.08,189.60,192.28,N/A,2026-05-29
SOUTH AUSTRALIA,PORT LINCOLN,175.42,N/A,N/A,199.40,200.21,N/A,2026-05-29
TASMANIA,DEVONPORT,171.97,182.49,N/A,N/A,197.91,N/A,2026-05-29
TASMANIA,HOBART,172.06,182.55,N/A,198.08,197.19,N/A,2026-05-29
VICTORIA,GEELONG,165.10,173.05,N/A,187.25,190.92,N/A,2026-05-29
VICTORIA,MELBOURNE,165.10,173.05,166.29,187.25,190.92,N/A,2026-05-29
WESTERN AUSTRALIA,BROOME,217.27,226.20,N/A,N/A,223.38,N/A,2026-05-29
WESTERN AUSTRALIA,COCOS Island,N/A,388.03,N/A,N/A,238.98,N/A,2026-05-29
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,212.29,N/A,2026-05-29
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,196.61,N/A,2026-05-29
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,212.29,N/A,2026-05-29
WESTERN AUSTRALIA,PERTH,166.67,178.74,N/A,192.76,190.64,N/A,2026-05-29
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,219.33,N/A,2026-05-29
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,196.22,N/A,2026-05-28
NEW SOUTH WALES,SYDNEY,171.05,179.16,171.37,192.82,196.20,N/A,2026-05-28
NORTHERN TERRITORY,DARWIN,174.93,185.20,N/A,N/A,201.75,N/A,2026-05-28
QUEENSLAND,BRISBANE,169.27,177.28,170.47,191.17,194.99,202.73,2026-05-28
QUEENSLAND,CAIRNS,176.26,188.80,N/A,N/A,200.62,N/A,2026-05-28
QUEENSLAND,GLADSTONE,176.25,182.71,N/A,N/A,199.02,N/A,2026-05-28
QUEENSLAND,MACKAY,176.68,N/A,N/A,N/A,198.90,N/A,2026-05-28
QUEENSLAND,TOWNSVILLE,176.01,184.43,N/A,200.49,200.39,N/A,2026-05-28
QUEENSLAND,WEIPA,199.72,N/A,N/A,N/A,211.24,N/A,2026-05-28
SOUTH AUSTRALIA,ADELAIDE,170.71,178.17,172.45,193.01,196.80,N/A,2026-05-28
SOUTH AUSTRALIA,PORT LINCOLN,178.78,N/A,N/A,202.81,204.74,N/A,2026-05-28
TASMANIA,DEVONPORT,175.33,185.91,N/A,N/A,202.46,N/A,2026-05-28
TASMANIA,HOBART,175.42,185.97,N/A,201.50,201.73,N/A,2026-05-28
VICTORIA,GEELONG,168.45,176.45,N/A,190.65,195.43,N/A,2026-05-28
VICTORIA,MELBOURNE,168.45,176.45,169.64,190.65,195.43,N/A,2026-05-28
WESTERN AUSTRALIA,BROOME,220.90,229.89,N/A,N/A,227.93,N/A,2026-05-28
WESTERN AUSTRALIA,COCOS Island,N/A,391.12,N/A,N/A,243.06,N/A,2026-05-28
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,216.78,N/A,2026-05-28
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,201.12,N/A,2026-05-28
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,216.78,N/A,2026-05-28
WESTERN AUSTRALIA,PERTH,170.02,182.14,N/A,196.16,195.13,N/A,2026-05-28
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,223.84,N/A,2026-05-28
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,200.64,N/A,2026-05-27
NEW SOUTH WALES,SYDNEY,174.61,182.84,174.92,196.53,200.63,N/A,2026-05-27
NORTHERN TERRITORY,DARWIN,178.48,188.88,N/A,N/A,206.16,N/A,2026-05-27
QUEENSLAND,BRISBANE,172.84,180.98,174.03,194.88,199.42,206.94,2026-05-27
QUEENSLAND,CAIRNS,179.83,192.53,N/A,N/A,205.05,N/A,2026-05-27
QUEENSLAND,GLADSTONE,179.83,186.44,N/A,N/A,203.46,N/A,2026-05-27
QUEENSLAND,MACKAY,180.27,N/A,N/A,N/A,203.34,N/A,2026-05-27
QUEENSLAND,TOWNSVILLE,179.58,188.17,N/A,204.22,204.82,N/A,2026-05-27
QUEENSLAND,WEIPA,203.30,N/A,N/A,N/A,215.72,N/A,2026-05-27
SOUTH AUSTRALIA,ADELAIDE,174.27,181.87,176.00,196.72,201.25,N/A,2026-05-27
SOUTH AUSTRALIA,PORT LINCOLN,182.37,N/A,N/A,206.53,209.21,N/A,2026-05-27
TASMANIA,DEVONPORT,178.92,189.61,N/A,N/A,206.91,N/A,2026-05-27
TASMANIA,HOBART,179.00,189.66,N/A,205.21,206.18,N/A,2026-05-27
VICTORIA,GEELONG,172.02,180.15,N/A,194.36,199.85,N/A,2026-05-27
VICTORIA,MELBOURNE,172.02,180.15,173.18,194.36,199.85,N/A,2026-05-27
WESTERN AUSTRALIA,BROOME,224.80,233.92,N/A,N/A,232.42,N/A,2026-05-27
WESTERN AUSTRALIA,COCOS Island,N/A,394.46,N/A,N/A,247.07,N/A,2026-05-27
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,221.20,N/A,2026-05-27
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,205.54,N/A,2026-05-27
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,221.20,N/A,2026-05-27
WESTERN AUSTRALIA,PERTH,173.56,185.81,N/A,199.84,199.55,N/A,2026-05-27
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,228.26,N/A,2026-05-27
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,206.97,N/A,2026-05-26
NEW SOUTH WALES,SYDNEY,179.03,187.37,179.32,201.05,206.95,N/A,2026-05-26
